"","Cytophagales_2582580519","Flavobacteriales_2582580526","Flavobacteriales_2582580527","Sphingobacteriales_2582580532","Sphingobacteriales_2582580533","Sphingobacteriales_2582580535","Sphingobacteriales_2582580541","Flavobacteriales_2582580543","Sphingobacteriales_2582580548","Flavobacteriales_2582580549","Sphingobacteriales_2582580563","Flavobacteriales_2582580568","Sphingobacteriia_2582580571","Flavobacteriales_2582580580","Bacteroidetes_2582580582","Sphingobacteriia_2582580583","Sphingobacteriales_2582580585","Bacteroidetes_2582580586","Sphingobacteriales_2582580587","Sphingobacteriales_2582580588","Sphingobacteriales_2582580589","Sphingobacteriales_2582580590","Flavobacteriales_2582580592","Sphingobacteriales_2582580596","Flavobacteriales_2582580597","Bacteroidetes_2582580599","Sphingobacteriales_2582580601","Flavobacteriales_2582580602","Cytophagales_2582580603","Sphingobacteriales_2582580605","Sphingobacteriales_2582580610","Bacteroidetes_2582580613","Sphingobacteriales_2582580614"
"pfam00252",0,1,1,1,1,1,1,0,2,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1
"pfam00253",0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0
"pfam00254",7,2,5,6,1,3,2,4,4,4,1,5,2,0,1,3,2,3,1,6,6,0,4,5,4,4,4,4,5,4,2,2,5
"pfam00255",1,1,1,2,1,2,2,1,2,1,1,1,1,0,2,0,0,0,0,2,2,1,1,2,1,2,1,1,2,4,2,1,2
"pfam00258",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"pfam00263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00265",0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"pfam00266",6,5,4,7,6,5,4,4,9,6,5,5,7,5,5,5,6,5,2,7,5,2,5,6,2,5,5,2,7,4,6,5,7
"pfam00268",1,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,2,0,1,0,1,1,0,1,1,0,1,0,0
"pfam00270",8,9,10,11,6,9,6,6,5,7,8,12,9,3,6,5,6,11,4,8,11,4,8,11,4,9,10,3,11,6,6,7,10
"pfam00271",10,10,12,13,7,11,9,8,7,8,8,14,9,6,7,7,8,12,5,11,13,5,13,15,9,16,10,5,14,7,8,10,12
"pfam00274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00275",1,3,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,3,1,1,2,2,2,2,1,0,2,1,1,1,2
"pfam00276",0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1
"pfam00278",2,1,2,0,2,2,2,0,1,2,3,2,1,2,3,1,4,1,1,1,2,1,2,2,1,2,0,0,2,2,2,2,2
"pfam00281",0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0
"pfam00282",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"pfam00283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00284",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00285",1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
"pfam00288",2,1,0,2,1,0,1,0,2,1,1,1,0,0,1,0,2,2,0,2,2,1,2,2,2,2,4,0,3,1,2,1,1
"pfam00289",1,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,3,1,2,1,1,1,1,3,2,2,1,2,1,2,2,1
"pfam00290",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2
"pfam00291",3,1,3,4,4,3,2,2,2,5,0,3,2,1,1,2,5,1,1,2,2,0,4,6,1,2,6,0,5,1,1,2,3
"pfam00292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00293",2,5,4,4,3,2,2,2,3,5,3,4,2,2,4,3,4,3,1,4,9,4,4,5,3,3,7,5,7,2,3,4,5
"pfam00294",4,0,1,4,3,1,1,2,2,2,1,2,1,2,2,1,3,2,0,2,5,0,2,2,1,2,2,0,2,1,1,2,5
"pfam00295",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00296",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,2
"pfam00297",0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1
"pfam00298",1,1,1,0,0,1,0,0,2,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"pfam00300",1,0,1,0,2,0,0,1,2,1,0,1,1,1,2,1,2,2,0,1,1,1,1,4,1,2,2,1,2,0,2,2,1
"pfam00301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00302",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00303",1,1,0,1,0,1,1,0,1,0,0,0,2,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1
"pfam00305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00306",1,1,1,1,1,1,1,2,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,2
"pfam00308",0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
"pfam00309",0,1,1,1,1,1,1,0,1,1,1,1,2,0,1,1,1,1,0,1,1,0,1,2,1,1,1,0,1,1,0,1,1
"pfam00310",0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
"pfam00311",0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
"pfam00312",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,2,1,0,1,1,0,1,1,2,1,1
"pfam00313",1,4,1,0,1,0,0,0,4,1,1,0,0,0,1,1,0,3,1,1,3,1,0,1,0,3,0,1,2,0,2,1,0
"pfam00316",0,1,2,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,2,1,1,2,1,1,1,1,0,1,1,1,1,0
"pfam00317",1,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,2,0,1,0,1,1,0,1,1,0,1,0,0
"pfam00318",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1
"pfam00324",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00325",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00326",5,5,5,5,4,4,4,3,4,6,2,5,2,3,4,3,7,1,0,4,5,0,6,9,4,3,6,3,9,3,1,3,5
"pfam00327",0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"pfam00328",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00329",1,1,0,1,0,1,1,0,2,1,1,1,1,1,0,1,0,1,1,1,3,0,0,1,0,1,1,0,0,1,1,3,1
"pfam00330",2,1,1,2,1,1,3,0,2,1,1,1,0,0,1,1,2,1,0,1,3,1,1,4,1,1,3,1,1,1,1,1,3
"pfam00331",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00332",0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0
"pfam00333",0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
"pfam00334",1,1,1,0,1,0,1,1,0,2,0,1,0,0,1,1,1,1,1,1,2,0,1,1,0,1,1,1,1,1,1,0,1
"pfam00338",1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1
"pfam00342",0,0,1,1,1,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,2,0,0,1
"pfam00343",0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1
"pfam00344",0,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"pfam00345",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00346",0,1,0,1,0,1,1,0,2,1,0,1,1,1,0,1,0,0,1,1,3,0,0,1,0,1,1,1,0,1,1,3,1
"pfam00347",0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0
"pfam00348",0,2,2,3,1,2,1,2,2,2,2,2,3,1,2,2,2,2,2,2,2,1,2,2,1,2,3,1,2,2,1,0,2
"pfam00349",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00351",0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"pfam00353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00355",3,1,0,2,1,1,1,0,2,0,1,0,0,0,0,0,0,2,2,0,1,0,0,1,0,2,2,0,4,1,1,1,3
"pfam00356",2,0,2,4,1,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,3,0,2,2,0,1,1,0,1,0,0,0,0
"pfam00358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00359",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00361",4,3,1,3,2,0,3,0,3,3,3,3,6,0,0,0,1,0,1,4,8,0,0,6,2,3,5,1,1,3,1,6,6
"pfam00364",2,4,4,4,5,3,3,4,5,6,7,5,4,2,6,3,4,5,2,4,4,2,5,4,5,5,4,5,5,4,5,3,4
"pfam00365",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,2,1,1,1,2
"pfam00366",0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0
"pfam00367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00368",0,0,1,0,0,0,0,0,0,1,1,0,1,2,1,0,1,0,1,0,0,1,2,1,1,0,0,0,0,0,1,0,0
"pfam00370",1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,3,0,3,1,1,0,3
"pfam00374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"pfam00375",1,1,1,2,1,1,2,0,1,1,1,1,1,1,1,0,0,1,1,1,2,1,1,3,0,1,0,0,1,2,1,1,2
"pfam00376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00378",1,5,3,1,5,0,1,4,5,6,4,5,4,1,6,6,0,2,2,4,2,3,4,4,3,3,3,1,6,4,3,5,2
"pfam00380",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1
"pfam00381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00383",2,4,3,2,1,2,1,1,1,2,3,3,0,0,1,0,3,1,2,1,1,2,4,3,3,2,2,0,3,1,2,1,1
"pfam00384",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"pfam00389",3,2,2,3,1,2,2,2,2,2,0,2,3,3,2,2,4,2,2,2,4,2,2,2,1,1,3,1,1,2,1,2,2
"pfam00390",1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
"pfam00391",0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"pfam00392",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"pfam00393",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00394",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"pfam00395",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00398",0,1,1,2,0,1,1,1,1,1,2,1,1,1,1,1,1,0,0,1,1,1,1,1,0,2,1,2,2,1,1,1,1
"pfam00400",1,2,0,0,0,0,0,1,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,1,2,0,0,3,0,0,1,0
"pfam00401",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00403",1,4,2,3,1,4,3,1,2,2,0,3,3,3,0,1,1,0,0,1,2,0,4,1,0,5,2,0,3,2,0,3,3
"pfam00404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00406",1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,2,0,0,1,1,0,1,1,1,1,1,1,1,2,1,1,1
"pfam00408",1,2,2,2,2,2,1,1,2,3,1,2,2,2,3,2,0,1,1,2,2,1,2,2,0,2,2,0,1,2,2,1,4
"pfam00410",0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0
"pfam00411",0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1
"pfam00412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00413",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"pfam00415",0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"pfam00416",0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
"pfam00420",3,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,2,3,0,0,2,0,1,1,1,0,1,1,2,2
"pfam00421",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00425",2,2,2,2,0,1,1,2,1,1,2,2,3,2,2,2,0,0,1,1,2,0,2,2,1,1,1,0,1,0,2,2,2
"pfam00427",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00430",1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,2
"pfam00431",0,1,0,0,0,0,0,1,0,1,0,1,2,1,0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0
"pfam00432",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00436",2,3,4,1,4,1,0,0,0,3,1,2,1,0,2,4,1,3,0,2,2,1,4,3,3,3,2,5,2,1,3,1,1
"pfam00437",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00438",1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1
"pfam00440",1,3,2,1,2,1,0,1,1,3,3,1,2,2,2,4,2,3,2,3,2,1,2,2,1,5,6,1,9,2,2,2,1
"pfam00441",2,4,4,0,6,1,1,3,3,4,4,4,3,3,3,3,3,2,2,3,7,5,4,6,4,2,6,2,7,4,3,2,3
"pfam00443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00448",0,3,2,2,1,2,1,1,2,2,1,2,2,1,2,3,3,1,1,3,2,0,2,1,2,2,1,2,3,2,2,2,1
"pfam00449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00450",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"pfam00453",1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"pfam00454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00455",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,1,0,0,0
"pfam00456",1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,2,1,1,1,1
"pfam00457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00459",0,1,0,1,1,1,1,0,2,0,1,1,1,1,1,1,1,2,0,1,1,0,0,1,0,2,1,0,1,1,1,1,1
"pfam00460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00463",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00464",1,1,1,1,0,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"pfam00465",1,1,1,2,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,2,0,1,0,0,2,0,1,1,2
"pfam00466",1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
"pfam00467",0,2,2,0,0,1,0,1,2,2,2,0,2,1,1,1,0,1,2,1,1,1,2,0,1,3,1,2,2,1,1,1,1
"pfam00468",1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,2,1,1,1
"pfam00471",0,1,1,1,0,1,0,1,1,0,2,0,1,1,1,2,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0
"pfam00472",1,2,4,2,2,3,1,2,2,3,1,2,2,0,2,1,0,2,1,3,3,2,4,3,2,3,3,2,3,2,2,4,2
"pfam00474",6,1,1,6,3,3,5,0,1,1,0,1,0,1,2,0,6,1,0,1,6,1,4,3,0,0,3,0,6,2,1,2,6
"pfam00475",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0
"pfam00476",1,2,1,1,1,1,2,1,1,2,1,1,1,2,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1
"pfam00478",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"pfam00479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"pfam00480",2,1,0,3,3,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,2,0,0,2,0,2,1,0,0,3
"pfam00481",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00483",2,3,6,6,3,6,2,2,6,4,4,3,3,2,3,5,5,3,1,8,7,4,5,6,4,5,6,2,3,4,4,5,7
"pfam00484",1,1,1,0,2,2,1,2,0,1,1,1,1,1,0,2,1,1,1,2,1,0,1,1,1,1,2,2,1,1,1,0,1
"pfam00485",1,2,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,2,1,0,0,1,1,0,1,0,0,1,1,0,2,1,0
"pfam00486",2,4,5,3,2,3,2,3,2,5,1,3,2,2,2,2,4,3,1,5,3,2,5,5,5,7,7,4,8,3,2,5,3
"pfam00487",1,6,4,3,3,2,2,3,3,2,3,3,4,3,3,2,1,3,3,4,3,0,2,5,2,4,5,2,5,3,4,2,3
"pfam00488",1,2,2,4,2,2,3,2,2,2,2,2,2,0,2,2,3,3,1,2,4,2,2,2,1,2,1,1,3,1,2,1,3
"pfam00490",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"pfam00491",0,3,3,4,2,1,2,3,3,3,1,3,4,2,2,1,0,3,3,3,3,1,3,3,3,4,3,2,2,4,3,3,2
"pfam00494",1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"pfam00496",0,1,0,0,0,0,0,1,2,0,3,1,1,1,1,1,1,3,1,1,0,3,1,0,0,3,1,1,0,0,3,1,0
"pfam00497",0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,3,0,0,0,0
"pfam00498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"pfam00499",3,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,3,1,0,2,0,1,2,1,0,1,1,3,2
"pfam00501",7,6,4,3,2,2,2,3,2,4,3,2,1,3,2,4,3,3,5,3,4,2,5,6,2,2,7,3,4,2,4,3,4
"pfam00502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00507",0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,3,0,0,1,0,1,1,0,0,1,1,2,1
"pfam00510",0,2,2,0,2,2,2,0,2,0,2,1,2,2,1,1,1,1,2,2,4,1,2,2,2,2,2,0,0,2,2,2,2
"pfam00512",3,7,3,6,5,5,3,8,10,11,5,10,3,1,2,7,7,7,2,7,8,5,8,4,6,8,11,1,15,4,3,11,5
"pfam00515",1,3,1,0,1,0,0,0,3,4,2,2,2,0,1,0,0,1,1,3,0,4,2,0,2,4,1,1,3,1,0,0,1
"pfam00520",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
"pfam00521",1,2,2,2,2,2,1,1,2,1,3,1,2,0,1,2,2,1,3,3,2,1,3,2,2,2,2,1,1,2,1,3,2
"pfam00528",0,0,0,0,2,0,0,2,5,0,3,2,2,1,3,2,3,2,4,3,0,1,1,0,0,2,3,0,0,0,4,0,0
"pfam00529",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00532",0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
"pfam00533",0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,2,0,1,1,0,1,1,1,1,2
"pfam00534",5,11,11,8,8,7,3,7,16,20,8,7,6,2,4,5,9,11,4,18,5,11,15,5,7,22,11,6,15,5,8,11,10
"pfam00535",12,21,18,11,12,9,7,12,14,27,11,20,8,5,11,11,13,15,7,20,16,12,20,8,8,22,9,8,19,5,12,20,9
"pfam00542",1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
"pfam00543",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00545",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"pfam00547",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pfam00549",1,0,2,1,2,2,1,2,1,2,2,1,3,0,2,1,1,1,3,2,2,1,1,2,2,1,1,1,2,2,2,2,2
